France,fr,Le Parisien,Politics,http://rss.leparisien.fr/leparisien/rss/politique.xml
France,fr,Le Parisien,Economics,http://rss.leparisien.fr/leparisien/rss/economie.xml
France,fr,Le Parisien,National,http://rss.leparisien.fr/leparisien/rss/une.xml
France,fr,Le Parisien,International,http://rss.leparisien.fr/leparisien/rss/international.xml
France,fr,Le Parisien,Society,http://www.leparisien.fr/laparisienne/travail/rss.xml
France,fr,Le Parisien,Health,http://www.leparisien.fr/laparisienne/sante/rss.xml
France,fr,Le Parisien,Sports,http://rss.leparisien.fr/leparisien/rss/sports.xml
France,fr,Le Parisien,Culture,http://rss.leparisien.fr/leparisien/rss/loisirs-et-spectacles.xml
France,fr,Le Parisien,People,http://www.leparisien.fr/laparisienne/actu-people/rss.xml
France,fr,Le Parisien,Tech,http://www.leparisien.fr/high-tech/rss.xml
France,fr,Le Monde,Politics,http://www.lemonde.fr/rss/tag/primaire-parti-socialiste.xml
France,fr,Le Monde,Economics,http://rss.lemonde.fr/c/205/f/3055/index.rss
France,fr,Le Monde,National,http://rss.lemonde.fr/c/205/f/3050/index.rss
France,fr,Le Monde,International,http://rss.lemonde.fr/c/205/f/3052/index.rss
France,fr,Le Monde,Society,http://rss.lemonde.fr/c/205/f/3054/index.rss
France,fr,Le Monde,Health,http://www.lemonde.fr/rss/tag/sante.xml
France,fr,Le Monde,Sports,http://rss.lemonde.fr/c/205/f/3058/index.rss
France,fr,Le Monde,Culture,http://rss.lemonde.fr/c/205/f/3060/index.rss
France,fr,Le Monde,Tech,http://rss.lemonde.fr/c/205/f/3061/index.rss
France,fr,Libération,Politics,http://liberation.fr.feedsportal.com/c/32268/fe.ed/rss.liberation.fr/rss/11/
France,fr,Libération,Economics,http://liberation.fr.feedsportal.com/c/32268/fe.ed/rss.liberation.fr/rss/13/
France,fr,Libération,National,http://liberation.fr.feedsportal.com/c/32268/fe.ed/rss.liberation.fr/rss/9/
France,fr,Libération,International,http://liberation.fr.feedsportal.com/c/32268/fe.ed/rss.liberation.fr/rss/10/
France,fr,Libération,Society,http://liberation.fr.feedsportal.com/c/32268/fe.ed/rss.liberation.fr/rss/12/
France,fr,Libération,Sports,http://liberation.fr.feedsportal.com/c/32268/fe.ed/rss.liberation.fr/rss/14/
France,fr,Libération,Culture,http://liberation.fr.feedsportal.com/c/32268/fe.ed/rss.liberation.fr/rss/58/
France,fr,Le Nouvel Observateur,Politics,http://rss.nouvelobs.com/c/32262/fe.ed/tempsreel.nouvelobs.com/politique/rss.xml
France,fr,Le Nouvel Observateur,Economics,http://rss.nouvelobs.com/c/32262/fe.ed/tempsreel.nouvelobs.com/economie/rss.xml
France,fr,Le Nouvel Observateur,National,http://rss.nouvelobs.com/c/32262/fe.ed/tempsreel.nouvelobs.com/rss.xml
France,fr,Le Nouvel Observateur,International,http://rss.nouvelobs.com/c/32262/fe.ed/tempsreel.nouvelobs.com/monde/rss.xml
France,fr,Le Nouvel Observateur,Society,http://rss.nouvelobs.com/c/32262/fe.ed/tempsreel.nouvelobs.com/societe/rss.xml
France,fr,Le Nouvel Observateur,Sports,http://rss.nouvelobs.com/c/32262/fe.ed/tempsreel.nouvelobs.com/sport/rss.xml
France,fr,Le Nouvel Observateur,Culture,http://rss.nouvelobs.com/c/32262/fe.ed/tempsreel.nouvelobs.com/culture/rss.xml
France,fr,Le Nouvel Observateur,Tech,http://rss.nouvelobs.com/c/32262/fe.ed/obsession.nouvelobs.com/high_tech/rss.xml
France,fr,TF1,Politics,"http://tf1.lci.fr/xml/rss/0,,492,00.xml"
France,fr,TF1,Economics,"http://www.tf1.fr/xml/rss/0,,3,00.xml"
France,fr,TF1,National,"http://www.tf1.fr/xml/rss/0,,10,00.xml"
France,fr,TF1,International,"http://www.tf1.fr/xml/rss/0,,2,00.xml"
France,fr,TF1,Society,"http://www.tf1.fr/xml/rss/0,,1,00.xml"
France,fr,TF1,Culture,"http://www.tf1.fr/xml/rss/0,,77,00.xml"
France,fr,TF1,People,"http://www.tf1.fr/xml/rss/0,,6,00.xml"
France,fr,TF1,Tech,"http://www.tf1.fr/xml/rss/0,,4,00.xml"
France,fr,L'Express,Politics,http://www.lexpress.fr/rss/politique.xml
France,fr,L'Express,National,http://www.lexpress.fr/outils/rss.asp
France,fr,L'Express,International,http://www.lexpress.fr/rss/monde.xml
France,fr,L'Express,Society,http://www.lexpress.fr/rss/societe.xml
France,fr,L'Express,Health,http://www.lexpress.fr/rss/science-et-sante.xml
France,fr,L'Express,Sports,http://www.lexpress.fr/rss/sport.xml
France,fr,L'Express,Culture,http://www.lexpress.fr/rss/culture.xml
France,fr,L'Express,Tech,http://www.lexpress.fr/rss/high-tech.xml
France,fr,Le point,Politics,http://www.lepoint.fr/politique/rss.xml
France,fr,Le point,Economics,http://www.lepoint.fr/economie/rss.xml
France,fr,Le point,National,http://www.lepoint.fr/rss.xml
France,fr,Le point,International,http://www.lepoint.fr/monde/rss.xml
France,fr,Le point,Society,http://www.lepoint.fr/societe/rss.xml
France,fr,Le point,Health,http://www.lepoint.fr/sante/rss.xml
France,fr,Le point,Sports,http://www.lepoint.fr/sport/rss.xml
France,fr,Le point,Culture,http://www.lepoint.fr/culture/rss.xml
France,fr,Le point,Tech,http://www.lepoint.fr/high-tech-internet/rss.xml
France,fr,Le Figaro,Politics,http://www.lefigaro.fr/rss/figaro_politique.xml
France,fr,Le Figaro,Economics,http://www.lefigaro.fr/rss/figaro_economie.xml
France,fr,Le Figaro,National,http://rss.lefigaro.fr/lefigaro/laune
France,fr,Le Figaro,International,http://feeds.lefigaro.fr/c/32266/f/438192/index.rss
France,fr,Le Figaro,Society,http://www.lefigaro.fr/rss/figaro_actualite-france.xml
France,fr,Le Figaro,Health,http://www.lefigaro.fr/rss/figaro_sante.xml
France,fr,Le Figaro,Sports,http://www.lefigaro.fr/rss/figaro_sport.xml
France,fr,Le Figaro,Culture,http://www.lefigaro.fr/rss/figaro_culture.xml
France,fr,Le Figaro,Tech,http://www.lefigaro.fr/rss/figaro_sciences-technologies.xml
France,fr,20Minutes,Politics,http://flux.20minutes.fr/c/32497/f/568098/index.rss
France,fr,20Minutes,Economics,http://flux.20minutes.fr/c/32497/f/568097/index.rss
France,fr,20Minutes,National,http://flux.20minutes.fr/c/32497/f/479493/index.rss?xts=290428&xtor=RSS-1
France,fr,20Minutes,International,http://feeds.feedburner.com/20minutes-ActuMonde
France,fr,20Minutes,Society,http://flux.20minutes.fr/c/32497/f/568119/index.rss
France,fr,20Minutes,Health,http://flux.20minutes.fr/c/32497/f/568115/index.rss
France,fr,20Minutes,Sports,http://flux.20minutes.fr/c/32497/f/568095/index.rss
France,fr,20Minutes,Culture,http://feeds.feedburner.com/20minutes/culture
France,fr,20Minutes,People,http://flux.20minutes.fr/c/32497/f/568096/index.rss
France,fr,20Minutes,Tech,http://feeds.feedburner.com/20minutes-ActuHightech
France,fr,France24,Economics,http://www.france24.com/fr/eco-tech/rss/
France,fr,France24,National,http://www.france24.com/fr/france/rss
France,fr,France24,International,http://www.france24.com/fr/actualites/rss
France,fr,France24,Health,http://www.france24.com/fr/category/tags-thematiques/sante/rss
France,fr,France24,Sports,http://www.france24.com/fr/sports/rss
France,fr,France24,Culture,http://www.france24.com/fr/culture/rss
France,fr,BFMTV,Politics,http://www.bfmtv.com/rss/politique.rss
France,fr,BFMTV,Economics,http://www.bfmtv.com/rss/economie.rss
France,fr,BFMTV,National,http://www.bfmtv.com/rss/dix-infos-eco.rss
France,fr,BFMTV,International,http://www.bfmtv.com/rss/international.rss
France,fr,BFMTV,Society,http://www.bfmtv.com/rss/societe.rss
France,fr,BFMTV,Sports,http://www.bfmtv.com/rss/sport.rss
France,fr,BFMTV,Culture,http://www.bfmtv.com/rss/divertissement.rss
France,fr,BFMTV,Tech,http://www.bfmtv.com/rss/high-tech.rss
Belgium,befr,Le Soir,Politics,http://www.lesoir.be/feed/Actualit%C3%A9/Belgique/Politiclub/destination_principale_block
Belgium,befr,Le Soir,Economics,http://www.lesoir.be/feed/Economie/destination_principale_block
Belgium,befr,Le Soir,National,http://www.lesoir.be/feed/Actualit%C3%A9/Belgique/destination_principale_block
Belgium,befr,Le Soir,International,http://www.lesoir.be/feed/Actualit%C3%A9/Monde/destination_principale_block
Belgium,befr,Le Soir,Society,http://www.lesoir.be/feed/Styles/destination_style_block
Belgium,befr,Le Soir,Health,http://rss.feedsportal.com/c/864/f/11106/index.rss
Belgium,befr,Le Soir,Sports,http://www.lesoir.be/feed/Sports/destination_principale_block
Belgium,befr,Le Soir,Culture,http://rss.feedsportal.com/c/864/f/11096/index.rss
Belgium,befr,L'Echo,Politics,http://www.lecho.be/rss/politique_belgique.xml
Belgium,befr,L'Echo,Economics,http://www.lecho.be/rss/politique_economie.xml
Belgium,befr,L'Echo,International,http://www.lecho.be/rss/politique_internationale.xml
Belgium,befr,L'Echo,Culture,http://www.lecho.be/rss/entreprises_divertissement.xml
Belgium,befr,L'Echo,Tech,http://www.lecho.be/rss/entreprises_technologie.xml
Belgium,befr,LaLibre.be,Politics,http://www.lalibre.be/rss/section/actu/politique-belge.xml
Belgium,befr,LaLibre.be,Economics,http://www.lalibre.be/rss/section/economie.xml
Belgium,befr,LaLibre.be,National,http://www.lalibre.be/rss/section/culture.xml
Belgium,befr,LaLibre.be,International,http://www.lalibre.be/rss/section/actu/international.xml
Belgium,befr,LaLibre.be,Society,http://www.lalibre.be/rss/section/light/societe.xml
Belgium,befr,LaLibre.be,Health,http://www.lalibre.be/rss/section/actu/sciences-sante.xml
Belgium,befr,LaLibre.be,Sports,http://www.lalibre.be/rss/section/sports.xml
Belgium,befr,LaLibre.be,Culture,http://www.lalibre.be/rss/section/culture.xml
Belgium,befr,LaLibre.be,People,http://www.lalibre.be/rss/section/light/people.xml
Belgium,befr,LaLibre.be,Tech,http://www.lalibre.be/rss/section/actu/cyber.xml
Belgium,befr,Le Vif.be,Economics,http://rss.feedsportal.com/c/32572/f/503043/index.rss
Belgium,befr,Le Vif.be,National,http://rss.feedsportal.com/c/32572/f/503040/index.rss
Belgium,befr,Le Vif.be,International,http://rss.feedsportal.com/c/32572/f/503042/index.rss
Belgium,befr,Le Vif.be,Society,http://rss.feedsportal.com/c/32572/f/503037/index.rss
Belgium,befr,Le Vif.be,Health,http://www.levif.be/info/actualite/sante/feed.rss
Belgium,befr,Le Vif.be,Culture,http://rss.feedsportal.com/c/32572/f/503044/index.rss
Belgium,befr,Le Vif.be,Tech,http://rss.feedsportal.com/c/32572/f/503045/index.rss
Belgium,befr,RTL.be,Economics,http://feeds.feedburner.com/RTLEconomie
Belgium,befr,RTL.be,National,http://feeds.feedburner.com/Rtlinfos-ALaUne
Belgium,befr,RTL.be,International,http://feeds.feedburner.com/RTLInternational
Belgium,befr,RTL.be,Sports,http://feeds.feedburner.com/RTLSports
Belgium,befr,RTL.be,Culture,http://feeds.feedburner.com/rtlinfo/magazine
Belgium,befr,RTL.be,People,http://feeds.feedburner.com/rtlinfo/people
Belgium,befr,RTL.be,Tech,http://feeds.feedburner.com/RTLInternet
Belgium,befr,7S7.be,Economics,http://www.7sur7.be/finance/rss.xml
Belgium,befr,7S7.be,National,http://www.7sur7.be/belgique/rss.xml
Belgium,befr,7S7.be,International,http://www.7sur7.be/monde/rss.xml
Belgium,befr,7S7.be,Society,http://www.7sur7.be/you/societe/rss.xml
Belgium,befr,7S7.be,Health,http://www.7sur7.be/you/sante/rss.xml
Belgium,befr,7S7.be,Sports,http://www.7sur7.be/sports/rss.xml
Belgium,befr,7S7.be,Culture,http://www.7sur7.be/stars/culture/rss.xml
Belgium,befr,7S7.be,People,http://www.7sur7.be/stars/people/rss.xml
Belgium,befr,7S7.be,Tech,http://www.7sur7.be/i7sur7/rss.xml
Belgium,befr,DH.be,Economics,http://www.dhnet.be/rss/section/actu/economie.xml
Belgium,befr,DH.be,National,http://www.dhnet.be/rss/section/actu/belgique.xml
Belgium,befr,DH.be,International,http://www.dhnet.be/rss/section/actu/monde.xml
Belgium,befr,DH.be,Society,http://www.dhnet.be/rss/section/actu/societe.xml
Belgium,befr,DH.be,Health,http://www.dhnet.be/rss/section/actu/sante.xml
Belgium,befr,DH.be,Sports,www.dhnet.be/rss/section/sports/football/mercato.xml
Belgium,befr,DH.be,Sports,www.dhnet.be/rss/section/sports/football/mondial-2014.xml
Belgium,befr,DH.be,Sports,http://www.dhnet.be/rss/section/sports.xml
Belgium,befr,DH.be,Culture,http://www.dhnet.be/rss/section/medias.xml
Belgium,befr,DH.be,People,http://www.dhnet.be/rss/section/people-buzz.xml
Belgium,befr,DH.be,Tech,http://www.dhnet.be/rss/section/actu/new-tech.xml
Belgium,befr,Sudinfo.be,Politics,http://www.sudinfo.be/feed/15/default_destination_block
